userId1,userId2,estimated_jaccard,user1_ratings,user2_ratings
238288.0,265718,1.0,34,34
49647.0,168141,1.0,50,50
164677.0,248461,1.0,35,35
77647.0,294432,1.0,3280,3273
248461.0,266708,1.0,35,35
59869.0,168141,1.0,50,50
164677.0,266708,1.0,35,35
41157.0,134345,1.0,64,65
60252.0,329440,1.0,45,45
137812.0,181530,1.0,419,419
40479.0,107031,1.0,40,40
85584.0,138705,1.0,39,39
49647.0,59869,1.0,50,50
40479.0,263013,1.0,40,40
127960.0,195168,1.0,45,45
38929.0,322547,1.0,70,70
138705.0,238207,1.0,39,39
107031.0,198462,1.0,40,40
85584.0,238207,1.0,39,39
107031.0,263013,1.0,40,40
49647.0,63309,1.0,50,50
59869.0,63309,1.0,50,50
198462.0,263013,1.0,40,40
40479.0,198462,1.0,40,40
63309.0,168141,1.0,50,50
183207.0,222150,1.0,35,35
19947.0,139527,1.0,1049,1050
282.0,27226,0.9921875,45,44
278169.0,310906,0.9921875,49,50
242889.0,271504,0.9921875,135,136
26612.0,142948,0.9921875,40,40
167541.0,173768,0.9921875,56,55
48673.0,107031,0.984375,39,40
9890.0,134345,0.984375,64,65
48673.0,263013,0.984375,39,40
67893.0,189763,0.984375,79,80
44704.0,311443,0.984375,34,35
250852.0,266708,0.984375,37,35
84354.0,99176,0.984375,70,69
41012.0,300048,0.984375,389,394
17633.0,44704,0.984375,34,34
25084.0,294432,0.984375,3224,3273
9890.0,41157,0.984375,64,64
25084.0,86967,0.984375,3224,3263
248461.0,250852,0.984375,35,37
260734.0,262614,0.984375,50,51
25084.0,77647,0.984375,3224,3280
40479.0,48673,0.984375,40,39
48673.0,198462,0.984375,39,40
164677.0,250852,0.984375,35,37
187157.0,310888,0.984375,33,32
71607.0,307748,0.984375,200,198
63309.0,68284,0.9765625,50,49
49647.0,68284,0.9765625,50,49
63309.0,286014,0.9765625,50,49
242906.0,290377,0.9765625,67,70
85584.0,105938,0.9765625,39,38
198381.0,311443,0.9765625,35,35
197471.0,278169,0.9765625,46,49
168141.0,286014,0.9765625,50,49
63309.0,255658,0.9765625,50,49
20860.0,189763,0.9765625,80,80
49647.0,255658,0.9765625,50,49
9890.0,50336,0.9765625,64,63
49647.0,286014,0.9765625,50,49
159785.0,319480,0.9765625,40,39
105938.0,238207,0.9765625,38,39
105938.0,138705,0.9765625,38,39
84991.0,311443,0.9765625,35,35
59869.0,286014,0.9765625,50,49
168141.0,255658,0.9765625,50,49
159755.0,288604,0.9765625,39,38
68284.0,168141,0.9765625,49,50
150409.0,160994,0.9765625,34,34
59869.0,255658,0.9765625,50,49
60944.0,311877,0.9765625,285,291
59869.0,68284,0.9765625,50,49
201000.0,263971,0.9765625,33,35
119099.0,194288,0.9765625,155,166
198214.0,275979,0.96875,64,63
113046.0,192949,0.96875,40,39
164677.0,256733,0.96875,35,34
248461.0,256733,0.96875,35,34
10783.0,160994,0.96875,38,34
266708.0,292350,0.96875,35,33
106707.0,198214,0.96875,67,64
256733.0,266708,0.96875,34,35
44704.0,160994,0.96875,34,34
77647.0,86967,0.96875,3280,3263
159755.0,213476,0.96875,39,38
248461.0,292350,0.96875,35,33
17633.0,311443,0.96875,34,35
198214.0,289867,0.96875,64,62
15341.0,248461,0.96875,34,35
103228.0,180562,0.96875,60,58
30254.0,292994,0.96875,302,300
15341.0,266708,0.96875,34,35
164677.0,292350,0.96875,35,33
259490.0,315961,0.96875,85,82
26612.0,81970,0.96875,40,39
