userId1,userId2,estimated_jaccard,user1_ratings,user2_ratings
103191.0,241054,1.0,15,15
193464.0,230407,1.0,15,15
193464.0,261527,1.0,15,15
293880.0,319748,1.0,30,30
168196.0,328149,1.0,15,15
193464.0,290406,1.0,15,15
193464.0,202367,1.0,15,15
17860.0,126465,1.0,15,15
193464.0,281042,1.0,15,15
144469.0,147105,1.0,14,14
17860.0,101311,1.0,15,15
141201.0,266093,1.0,20,20
17860.0,263694,1.0,15,15
193464.0,322112,1.0,15,15
17860.0,20606,1.0,15,15
193464.0,300172,1.0,15,15
17860.0,175004,1.0,15,15
193464.0,328149,1.0,15,15
17860.0,111884,1.0,15,15
17860.0,196415,1.0,15,15
17860.0,188652,1.0,15,15
17860.0,261700,1.0,15,15
17860.0,241054,1.0,15,15
17860.0,186542,1.0,15,15
47942.0,88344,1.0,20,20
49647.0,59869,1.0,50,50
177823.0,268695,1.0,19,19
82321.0,236540,1.0,20,20
32754.0,139158,1.0,19,19
17860.0,323653,1.0,15,15
17860.0,28178,1.0,15,15
17860.0,272343,1.0,15,15
193464.0,275330,1.0,15,15
33489.0,213832,1.0,13,13
47942.0,77318,1.0,20,20
177321.0,314085,1.0,25,25
17860.0,256832,1.0,15,15
17860.0,222700,1.0,15,15
193464.0,325237,1.0,15,15
193464.0,260411,1.0,15,15
168196.0,281042,1.0,15,15
17860.0,254796,1.0,15,15
193464.0,301898,1.0,15,15
17860.0,164136,1.0,15,15
17860.0,168642,1.0,15,15
17860.0,103191,1.0,15,15
168196.0,300172,1.0,15,15
17860.0,178208,1.0,15,15
147668.0,275330,1.0,15,15
17860.0,178882,1.0,15,15
17860.0,93794,1.0,15,15
168196.0,322112,1.0,15,15
17860.0,228880,1.0,15,15
17860.0,51159,1.0,15,15
17860.0,178223,1.0,15,15
147668.0,301898,1.0,15,15
17860.0,269647,1.0,15,15
216652.0,322112,1.0,15,15
17860.0,275514,1.0,15,15
82321.0,308490,1.0,20,20
82321.0,169860,1.0,20,20
82321.0,230806,1.0,20,20
192598.0,217793,1.0,15,15
49647.0,168141,1.0,50,50
192598.0,193464,1.0,15,15
97685.0,175379,1.0,20,20
111884.0,186542,1.0,15,15
47942.0,175379,1.0,20,20
192598.0,299264,1.0,15,15
111884.0,241054,1.0,15,15
97685.0,162798,1.0,20,20
192598.0,216652,1.0,15,15
111884.0,261700,1.0,15,15
3094.0,83267,1.0,14,14
122417.0,293133,1.0,14,14
97685.0,134981,1.0,20,20
9854.0,47298,1.0,16,16
111884.0,188652,1.0,15,15
97685.0,170112,1.0,20,20
192598.0,285018,1.0,15,15
111884.0,196415,1.0,15,15
3094.0,21537,1.0,14,14
111884.0,175004,1.0,15,15
192598.0,298718,1.0,15,15
111884.0,263694,1.0,15,15
177837.0,183123,1.0,25,25
216652.0,275330,1.0,15,15
192598.0,230407,1.0,15,15
111884.0,126465,1.0,15,15
82171.0,153318,1.0,13,13
47942.0,162798,1.0,20,20
228880.0,256832,1.0,15,15
228880.0,261700,1.0,15,15
228880.0,254796,1.0,15,15
47942.0,170112,1.0,20,20
216652.0,281042,1.0,15,15
82321.0,266093,1.0,20,20
47942.0,134981,1.0,20,20
228880.0,269647,1.0,15,15
228880.0,275514,1.0,15,15
